uso_de_praticas_convencionais,area_da_propriedade__hectares__,regional_,count
Roça de toco,10 - 20 ha,Paraiso,1
Plantio convencional,10 - 20 ha,Paraiso,1
Aração,10 - 20 ha,Paraiso,1
Gradagem,10 - 20 ha,Paraiso,1
Uso de agrotóxicos,10 - 20 ha,Paraiso,1
Aração,100 - 200 ha,Miracema,1
Gradagem,100 - 200 ha,Miracema,1
Uso de agrotóxicos,100 - 200 ha,Miracema,1
Roça de toco,100 - 200 ha,Paraiso,1
Aração,100 - 200 ha,Paraiso,1
Gradagem,100 - 200 ha,Paraiso,1
Pastagem nativa,100 - 200 ha,Paraiso,1
Uso de agrotóxicos,100 - 200 ha,Paraiso,1
Roça de toco,20 - 50 ha,Taguatinga,1
Plantio convencional,20 - 50 ha,Taguatinga,1
Queimadas,20 - 50 ha,Taguatinga,1
Pastagem nativa,20 - 50 ha,Taguatinga,1
Não usa,10 - 20 ha,Paraiso,1
Aração,20 - 50 ha,Porto,1
Gradagem,20 - 50 ha,Porto,1
Queimadas,20 - 50 ha,Porto,1
Pastagem nativa,20 - 50 ha,Porto,1
Roça de toco,5 - 10 ha,Araguaina,1
Plantio convencional,5 - 10 ha,Araguaina,1
Aração,5 - 10 ha,Araguaina,1
Gradagem,5 - 10 ha,Araguaina,1
Queimadas,5 - 10 ha,Araguaina,1
Monocultura,5 - 10 ha,Araguaina,1
Uso de agrotóxicos,5 - 10 ha,Araguaina,1
Plantio convencional,20 - 50 ha,Gurupi,1
Aração,20 - 50 ha,Gurupi,1
Gradagem,20 - 50 ha,Gurupi,1
Queimadas,20 - 50 ha,Gurupi,1
Pastagem nativa,20 - 50 ha,Gurupi,1
Uso de agrotóxicos,20 - 50 ha,Gurupi,1
Não usa,50 - 100 ha,Taguatinga,1
Aração,1 - 5 ha,Araguaina,1
Gradagem,1 - 5 ha,Araguaina,1
Pastagem nativa,1 - 5 ha,Araguaina,1
Uso de agrotóxicos,1 - 5 ha,Araguaina,1
Aração,20 - 50 ha,Araguatins,1
Gradagem,20 - 50 ha,Araguatins,1
Pastagem nativa,20 - 50 ha,Araguatins,1
Uso de agrotóxicos,20 - 50 ha,Araguatins,1
Roça de toco,1 - 5 ha,Araguaina,1
Plantio convencional,1 - 5 ha,Araguaina,1
Aração,1 - 5 ha,Araguaina,1
Gradagem,1 - 5 ha,Araguaina,1
Não usa,20 - 50 ha,Colinas,1
Roça de toco,10 - 20 ha,Gurupi,1
Plantio convencional,10 - 20 ha,Gurupi,1
Aração,10 - 20 ha,Gurupi,1
Gradagem,10 - 20 ha,Gurupi,1
Roça de toco,20 - 50 ha,Miracema,1
Plantio convencional,20 - 50 ha,Miracema,1
Aração,20 - 50 ha,Miracema,1
Gradagem,20 - 50 ha,Miracema,1
Pastagem nativa,20 - 50 ha,Miracema,1
Roça de toco,50 - 100 ha,Araguatins,1
Plantio convencional,50 - 100 ha,Araguatins,1
Aração,50 - 100 ha,Araguatins,1
Gradagem,50 - 100 ha,Araguatins,1
Pastagem nativa,50 - 100 ha,Araguatins,1
Uso de agrotóxicos,50 - 100 ha,Araguatins,1
Aração,5 - 10 ha,Miracema,1
Gradagem,5 - 10 ha,Miracema,1
Uso de agrotóxicos,5 - 10 ha,Miracema,1
Aração,50 - 100 ha,Taguatinga,1
Gradagem,50 - 100 ha,Taguatinga,1
Uso de agrotóxicos,50 - 100 ha,Taguatinga,1
Plantio convencional,Até 1 ha,Miracema,1
Aração,Até 1 ha,Miracema,1
Gradagem,Até 1 ha,Miracema,1
Não usa,50 - 100 ha,Colinas,1
Uso de agrotóxicos,50 - 100 ha,Colinas,1
Plantio convencional,5 - 10 ha,Araguatins,1
Aração,5 - 10 ha,Araguatins,1
Gradagem,5 - 10 ha,Araguatins,1
Plantio convencional,5 - 10 ha,Colinas,1
Aração,100 - 200 ha,Taguatinga,1
Gradagem,100 - 200 ha,Taguatinga,1
Plantio convencional,20 - 50 ha,Gurupi,1
Aração,20 - 50 ha,Gurupi,1
Gradagem,20 - 50 ha,Gurupi,1
Pastagem nativa,20 - 50 ha,Gurupi,1
Uso de agrotóxicos,20 - 50 ha,Gurupi,1
Aração,Acima de 320 ha,Colinas,1
Gradagem,Acima de 320 ha,Colinas,1
Uso de agrotóxicos,Acima de 320 ha,Colinas,1
Plantio convencional,20 - 50 ha,Gurupi,1
Aração,20 - 50 ha,Gurupi,1
Gradagem,20 - 50 ha,Gurupi,1
Queimadas,20 - 50 ha,Gurupi,1
Pastagem nativa,20 - 50 ha,Gurupi,1
Aração,Até 1 ha,Paraiso,1
Gradagem,Até 1 ha,Paraiso,1
Uso de agrotóxicos,Até 1 ha,Paraiso,1
Não usa,50 - 100 ha,Gurupi,1
Roça de toco,50 - 100 ha,Araguaina,1
Plantio convencional,20 - 50 ha,Porto,1
Pastagem nativa,20 - 50 ha,Porto,1
Uso de agrotóxicos,20 - 50 ha,Porto,1
Plantio convencional,50 - 100 ha,Taguatinga,1
Roça de toco,50 - 100 ha,Araguaina,1
Queimadas,50 - 100 ha,Araguaina,1
Plantio convencional,1 - 5 ha,Araguaina,1
Aração,1 - 5 ha,Araguaina,1
Gradagem,1 - 5 ha,Araguaina,1
Pastagem nativa,1 - 5 ha,Araguaina,1
Plantio convencional,20 - 50 ha,Gurupi,1
Não usa,20 - 50 ha,Gurupi,1
Roça de toco,10 - 20 ha,Araguaina,1
Pastagem nativa,10 - 20 ha,Araguaina,1
Roça de toco,50 - 100 ha,Araguaina,1
Uso de agrotóxicos,50 - 100 ha,Araguaina,1
Aração,Até 1 ha,Taguatinga,1
Gradagem,Até 1 ha,Taguatinga,1
Plantio convencional,50 - 100 ha,Taguatinga,1
Aração,50 - 100 ha,Taguatinga,1
Gradagem,50 - 100 ha,Taguatinga,1
Roça de toco,1 - 5 ha,Araguatins,1
Queimadas,1 - 5 ha,Araguatins,1
Uso de agrotóxicos,1 - 5 ha,Araguatins,1
Aração,5 - 10 ha,Araguaina,1
Gradagem,5 - 10 ha,Araguaina,1
Pastagem nativa,5 - 10 ha,Araguaina,1
Uso de agrotóxicos,5 - 10 ha,Araguaina,1
Roça de toco,10 - 20 ha,Araguaina,1
Queimadas,10 - 20 ha,Araguaina,1
Monocultura,10 - 20 ha,Araguaina,1
Roça de toco,10 - 20 ha,Araguaina,1
Queimadas,10 - 20 ha,Araguaina,1
Roça de toco,10 - 20 ha,Taguatinga,1
Plantio convencional,10 - 20 ha,Taguatinga,1
Aração,10 - 20 ha,Taguatinga,1
Gradagem,10 - 20 ha,Taguatinga,1
Plantio convencional,100 - 200 ha,Paraiso,1
Aração,100 - 200 ha,Paraiso,1
Gradagem,100 - 200 ha,Paraiso,1
Monocultura,100 - 200 ha,Paraiso,1
Uso de agrotóxicos,100 - 200 ha,Paraiso,1
Plantio convencional,10 - 20 ha,Taguatinga,1
Roça de toco,10 - 20 ha,Araguaina,1
Plantio convencional,10 - 20 ha,Araguaina,1
Queimadas,10 - 20 ha,Araguaina,1
Uso de agrotóxicos,10 - 20 ha,Araguaina,1
Roça de toco,20 - 50 ha,Miracema,1
Plantio convencional,20 - 50 ha,Miracema,1
Aração,20 - 50 ha,Miracema,1
Gradagem,20 - 50 ha,Miracema,1
Queimadas,10 - 20 ha,Araguaina,1
Uso de agrotóxicos,10 - 20 ha,Araguaina,1
Roça de toco,1 - 5 ha,Araguaina,1
Aração,1 - 5 ha,Araguaina,1
Gradagem,1 - 5 ha,Araguaina,1
Plantio convencional,100 - 200 ha,Taguatinga,1
Aração,100 - 200 ha,Taguatinga,1
Gradagem,100 - 200 ha,Taguatinga,1
Queimadas,100 - 200 ha,Taguatinga,1
Pastagem nativa,100 - 200 ha,Taguatinga,1
Uso de agrotóxicos,100 - 200 ha,Taguatinga,1
Roça de toco,10 - 20 ha,Araguaina,1
Queimadas,10 - 20 ha,Araguaina,1
Pastagem nativa,10 - 20 ha,Araguaina,1
Roça de toco,10 - 20 ha,Araguaina,1
Plantio convencional,10 - 20 ha,Araguaina,1
Aração,10 - 20 ha,Araguaina,1
Gradagem,10 - 20 ha,Araguaina,1
Queimadas,10 - 20 ha,Araguaina,1
Monocultura,10 - 20 ha,Araguaina,1
Roça de toco,100 - 200 ha,Paraiso,1
Uso de agrotóxicos,100 - 200 ha,Paraiso,1
Roça de toco,20 - 50 ha,Porto,1
Plantio convencional,20 - 50 ha,Porto,1
Aração,20 - 50 ha,Porto,1
Gradagem,20 - 50 ha,Porto,1
Monocultura,20 - 50 ha,Porto,1
Aração,Até 1 ha,Araguaina,1
Gradagem,Até 1 ha,Araguaina,1
Monocultura,Até 1 ha,Araguaina,1
Roça de toco,100 - 200 ha,Paraiso,1
Aração,100 - 200 ha,Paraiso,1
Gradagem,100 - 200 ha,Paraiso,1
Aração,10 - 20 ha,Araguaina,1
Gradagem,10 - 20 ha,Araguaina,1
Queimadas,10 - 20 ha,Araguaina,1
Uso de agrotóxicos,10 - 20 ha,Araguaina,1
Aração,20 - 50 ha,Miracema,1
Gradagem,20 - 50 ha,Miracema,1
Não usa,20 - 50 ha,Miracema,1
Pastagem nativa,10 - 20 ha,Taguatinga,1
Roça de toco,20 - 50 ha,Araguatins,1
Plantio convencional,20 - 50 ha,Araguatins,1
Aração,20 - 50 ha,Araguatins,1
Gradagem,20 - 50 ha,Araguatins,1
Uso de agrotóxicos,20 - 50 ha,Araguatins,1
Não usa,10 - 20 ha,Taguatinga,1
Roça de toco,1 - 5 ha,Araguaina,1
Não usa,1 - 5 ha,Araguaina,1
Roça de toco,20 - 50 ha,Araguaina,1
Aração,20 - 50 ha,Araguaina,1
Gradagem,20 - 50 ha,Araguaina,1
Monocultura,1 - 5 ha,Paraiso,1
Uso de agrotóxicos,1 - 5 ha,Paraiso,1
Plantio convencional,20 - 50 ha,Araguaina,1
Aração,20 - 50 ha,Araguaina,1
Gradagem,20 - 50 ha,Araguaina,1
Não usa,20 - 50 ha,Araguaina,1
Aração,20 - 50 ha,Gurupi,1
Gradagem,20 - 50 ha,Gurupi,1
Pastagem nativa,20 - 50 ha,Gurupi,1
Roça de toco,100 - 200 ha,Taguatinga,1
Plantio convencional,50 - 100 ha,Porto,1
Roça de toco,20 - 50 ha,Paraiso,1
Não usa,20 - 50 ha,Paraiso,1
Plantio convencional,100 - 200 ha,Gurupi,1
Aração,100 - 200 ha,Gurupi,1
Gradagem,100 - 200 ha,Gurupi,1
Aração,10 - 20 ha,Araguaina,1
Gradagem,10 - 20 ha,Araguaina,1
Pastagem nativa,10 - 20 ha,Araguaina,1
Uso de agrotóxicos,10 - 20 ha,Araguaina,1
Roça de toco,5 - 10 ha,Colinas,1
Queimadas,5 - 10 ha,Colinas,1
Uso de agrotóxicos,5 - 10 ha,Colinas,1
Aração,10 - 20 ha,Taguatinga,1
Gradagem,10 - 20 ha,Taguatinga,1
Queimadas,10 - 20 ha,Taguatinga,1
Pastagem nativa,10 - 20 ha,Taguatinga,1
Plantio convencional,5 - 10 ha,Araguatins,1
Aração,5 - 10 ha,Araguatins,1
Gradagem,5 - 10 ha,Araguatins,1
Queimadas,5 - 10 ha,Araguatins,1
Uso de agrotóxicos,5 - 10 ha,Araguatins,1
Plantio convencional,100 - 200 ha,Miracema,1
Uso de agrotóxicos,100 - 200 ha,Miracema,1
Plantio convencional,1 - 5 ha,Paraiso,1
Aração,1 - 5 ha,Paraiso,1
Gradagem,1 - 5 ha,Paraiso,1
Queimadas,1 - 5 ha,Paraiso,1
Aração,5 - 10 ha,Taguatinga,1
Gradagem,5 - 10 ha,Taguatinga,1
Pastagem nativa,5 - 10 ha,Taguatinga,1
Uso de agrotóxicos,5 - 10 ha,Taguatinga,1
Não usa,100 - 200 ha,Paraiso,1
Roça de toco,50 - 100 ha,Miracema,1
Plantio convencional,50 - 100 ha,Miracema,1
Pastagem nativa,50 - 100 ha,Miracema,1
Plantio convencional,50 - 100 ha,Miracema,1
Aração,50 - 100 ha,Miracema,1
Gradagem,50 - 100 ha,Miracema,1
Pastagem nativa,50 - 100 ha,Miracema,1
Roça de toco,20 - 50 ha,Araguaina,1
Plantio convencional,20 - 50 ha,Araguaina,1
Aração,20 - 50 ha,Araguaina,1
Gradagem,20 - 50 ha,Araguaina,1
Pastagem nativa,20 - 50 ha,Araguaina,1
Uso de agrotóxicos,20 - 50 ha,Araguaina,1
Aração,5 - 10 ha,Taguatinga,1
Gradagem,5 - 10 ha,Taguatinga,1
Não usa,5 - 10 ha,Taguatinga,1
Não usa,100 - 200 ha,Gurupi,1
Plantio convencional,1 - 5 ha,Araguatins,1
Aração,1 - 5 ha,Araguatins,1
Gradagem,1 - 5 ha,Araguatins,1
Plantio convencional,50 - 100 ha,Araguaina,1
Aração,50 - 100 ha,Araguaina,1
Gradagem,50 - 100 ha,Araguaina,1
Queimadas,50 - 100 ha,Araguaina,1
Pastagem nativa,50 - 100 ha,Araguaina,1
Monocultura,50 - 100 ha,Araguaina,1
Uso de agrotóxicos,50 - 100 ha,Araguaina,1
Roça de toco,1 - 5 ha,Araguatins,1
Plantio convencional,1 - 5 ha,Araguatins,1
Plantio convencional,20 - 50 ha,Taguatinga,1
Aração,20 - 50 ha,Taguatinga,1
Gradagem,20 - 50 ha,Taguatinga,1
Pastagem nativa,20 - 50 ha,Taguatinga,1
Roça de toco,50 - 100 ha,Paraiso,1
Plantio convencional,50 - 100 ha,Paraiso,1
Aração,50 - 100 ha,Paraiso,1
Gradagem,50 - 100 ha,Paraiso,1
Uso de agrotóxicos,50 - 100 ha,Paraiso,1
Aração,20 - 50 ha,Araguaina,1
Gradagem,20 - 50 ha,Araguaina,1
Pastagem nativa,20 - 50 ha,Araguaina,1
Aração,10 - 20 ha,Paraiso,1
Gradagem,10 - 20 ha,Paraiso,1
Monocultura,10 - 20 ha,Paraiso,1
Uso de agrotóxicos,10 - 20 ha,Paraiso,1
Aração,100 - 200 ha,Taguatinga,1
Gradagem,100 - 200 ha,Taguatinga,1
Pastagem nativa,100 - 200 ha,Taguatinga,1
Plantio convencional,20 - 50 ha,Taguatinga,1
Aração,20 - 50 ha,Taguatinga,1
Gradagem,20 - 50 ha,Taguatinga,1
Queimadas,20 - 50 ha,Taguatinga,1
Pastagem nativa,20 - 50 ha,Taguatinga,1
Plantio convencional,10 - 20 ha,Porto,1
Aração,10 - 20 ha,Porto,1
Gradagem,10 - 20 ha,Porto,1
Pastagem nativa,10 - 20 ha,Porto,1
Aração,20 - 50 ha,Colinas,1
Gradagem,20 - 50 ha,Colinas,1
Queimadas,20 - 50 ha,Colinas,1
Uso de agrotóxicos,20 - 50 ha,Colinas,1
Uso de agrotóxicos,20 - 50 ha,Paraiso,1
Roça de toco,20 - 50 ha,Taguatinga,1
Plantio convencional,20 - 50 ha,Taguatinga,1
Roça de toco,5 - 10 ha,Araguaina,1
Plantio convencional,5 - 10 ha,Araguaina,1
Aração,5 - 10 ha,Araguaina,1
Gradagem,5 - 10 ha,Araguaina,1
Pastagem nativa,5 - 10 ha,Araguaina,1
Aração,50 - 100 ha,Taguatinga,1
Gradagem,50 - 100 ha,Taguatinga,1
Pastagem nativa,50 - 100 ha,Taguatinga,1
Plantio convencional,20 - 50 ha,Paraiso,1
Pastagem nativa,20 - 50 ha,Paraiso,1
Uso de agrotóxicos,20 - 50 ha,Paraiso,1
Monocultura,1 - 5 ha,Araguatins,1
Não usa,1 - 5 ha,Araguatins,1
Uso de agrotóxicos,20 - 50 ha,Araguaina,1
Não usa,5 - 10 ha,Taguatinga,1
Roça de toco,20 - 50 ha,Araguaina,1
Plantio convencional,20 - 50 ha,Araguaina,1
Aração,20 - 50 ha,Araguaina,1
Gradagem,20 - 50 ha,Araguaina,1
Pastagem nativa,20 - 50 ha,Araguaina,1
Não usa,20 - 50 ha,Araguaina,1
Roça de toco,20 - 50 ha,Araguaina,1
Plantio convencional,20 - 50 ha,Araguaina,1
Uso de agrotóxicos,20 - 50 ha,Araguaina,1
Plantio convencional,1 - 5 ha,Porto,1
Aração,1 - 5 ha,Porto,1
Gradagem,1 - 5 ha,Porto,1
Não usa,1 - 5 ha,Porto,1
Roça de toco,20 - 50 ha,Araguatins,1
Plantio convencional,20 - 50 ha,Araguatins,1
Uso de agrotóxicos,20 - 50 ha,Araguatins,1
Aração,200 - 320 ha,Gurupi,1
Gradagem,200 - 320 ha,Gurupi,1
Monocultura,200 - 320 ha,Gurupi,1
Roça de toco,20 - 50 ha,Araguatins,1
Aração,20 - 50 ha,Araguatins,1
Gradagem,20 - 50 ha,Araguatins,1
Uso de agrotóxicos,20 - 50 ha,Araguatins,1
Plantio convencional,100 - 200 ha,Taguatinga,1
Queimadas,100 - 200 ha,Taguatinga,1
Pastagem nativa,100 - 200 ha,Taguatinga,1
Plantio convencional,1 - 5 ha,Miracema,1
Aração,1 - 5 ha,Miracema,1
Gradagem,1 - 5 ha,Miracema,1
Pastagem nativa,1 - 5 ha,Miracema,1
Monocultura,1 - 5 ha,Miracema,1
Roça de toco,10 - 20 ha,Paraiso,1
Aração,10 - 20 ha,Paraiso,1
Gradagem,10 - 20 ha,Paraiso,1
Pastagem nativa,10 - 20 ha,Paraiso,1
Uso de agrotóxicos,10 - 20 ha,Paraiso,1
Roça de toco,10 - 20 ha,Araguaina,1
Plantio convencional,10 - 20 ha,Araguaina,1
Aração,10 - 20 ha,Araguaina,1
Gradagem,10 - 20 ha,Araguaina,1
Queimadas,10 - 20 ha,Araguaina,1
Plantio convencional,50 - 100 ha,Paraiso,1
Aração,50 - 100 ha,Paraiso,1
Gradagem,50 - 100 ha,Paraiso,1
Monocultura,50 - 100 ha,Paraiso,1
Uso de agrotóxicos,50 - 100 ha,Paraiso,1
Plantio convencional,50 - 100 ha,Gurupi,1
Aração,50 - 100 ha,Gurupi,1
Gradagem,50 - 100 ha,Gurupi,1
Queimadas,50 - 100 ha,Gurupi,1
Uso de agrotóxicos,50 - 100 ha,Gurupi,1
Plantio convencional,50 - 100 ha,Taguatinga,1
Aração,50 - 100 ha,Taguatinga,1
Gradagem,50 - 100 ha,Taguatinga,1
Monocultura,50 - 100 ha,Taguatinga,1
Aração,100 - 200 ha,Paraiso,1
Gradagem,100 - 200 ha,Paraiso,1
Plantio convencional,Até 1 ha,Araguaina,1
Roça de toco,5 - 10 ha,Miracema,1
Plantio convencional,5 - 10 ha,Miracema,1
Aração,5 - 10 ha,Miracema,1
Gradagem,5 - 10 ha,Miracema,1
Pastagem nativa,5 - 10 ha,Miracema,1
Plantio convencional,50 - 100 ha,Gurupi,1
Aração,50 - 100 ha,Gurupi,1
Gradagem,50 - 100 ha,Gurupi,1
Pastagem nativa,50 - 100 ha,Gurupi,1
Monocultura,50 - 100 ha,Gurupi,1
Plantio convencional,20 - 50 ha,Araguaina,1
Aração,20 - 50 ha,Araguaina,1
Gradagem,20 - 50 ha,Araguaina,1
Pastagem nativa,20 - 50 ha,Araguaina,1
Uso de agrotóxicos,20 - 50 ha,Araguaina,1
Plantio convencional,20 - 50 ha,Paraiso,1
Pastagem nativa,20 - 50 ha,Paraiso,1
Monocultura,20 - 50 ha,Paraiso,1
Aração,20 - 50 ha,Araguatins,1
Gradagem,20 - 50 ha,Araguatins,1
Queimadas,20 - 50 ha,Araguatins,1
Pastagem nativa,20 - 50 ha,Araguatins,1
Roça de toco,200 - 320 ha,Paraiso,1
Queimadas,200 - 320 ha,Paraiso,1
Pastagem nativa,200 - 320 ha,Paraiso,1
Roça de toco,20 - 50 ha,Paraiso,1
Plantio convencional,20 - 50 ha,Paraiso,1
Aração,20 - 50 ha,Paraiso,1
Gradagem,20 - 50 ha,Paraiso,1
Aração,20 - 50 ha,Taguatinga,1
Gradagem,20 - 50 ha,Taguatinga,1
Monocultura,20 - 50 ha,Taguatinga,1
Plantio convencional,200 - 320 ha,Gurupi,1
Uso de agrotóxicos,200 - 320 ha,Gurupi,1
Plantio convencional,10 - 20 ha,Gurupi,1
Aração,10 - 20 ha,Gurupi,1
Gradagem,10 - 20 ha,Gurupi,1
Monocultura,10 - 20 ha,Gurupi,1
Roça de toco,5 - 10 ha,Araguatins,1
Plantio convencional,5 - 10 ha,Araguatins,1
Aração,5 - 10 ha,Araguatins,1
Gradagem,5 - 10 ha,Araguatins,1
Queimadas,5 - 10 ha,Araguatins,1
Monocultura,5 - 10 ha,Araguatins,1
Uso de agrotóxicos,5 - 10 ha,Araguatins,1
Roça de toco,50 - 100 ha,Taguatinga,1
Pastagem nativa,50 - 100 ha,Taguatinga,1
Roça de toco,50 - 100 ha,Araguaina,1
Plantio convencional,50 - 100 ha,Araguaina,1
Aração,50 - 100 ha,Araguaina,1
Gradagem,50 - 100 ha,Araguaina,1
Pastagem nativa,50 - 100 ha,Araguaina,1
Monocultura,50 - 100 ha,Araguaina,1
Uso de agrotóxicos,50 - 100 ha,Araguaina,1
Monocultura,10 - 20 ha,Araguatins,1
Uso de agrotóxicos,10 - 20 ha,Araguatins,1
Aração,20 - 50 ha,Araguatins,1
Gradagem,20 - 50 ha,Araguatins,1
Queimadas,20 - 50 ha,Araguatins,1
Monocultura,20 - 50 ha,Araguatins,1
Uso de agrotóxicos,20 - 50 ha,Araguatins,1
Roça de toco,20 - 50 ha,Porto,1
Plantio convencional,20 - 50 ha,Porto,1
Aração,20 - 50 ha,Porto,1
Gradagem,20 - 50 ha,Porto,1
Pastagem nativa,20 - 50 ha,Porto,1
Uso de agrotóxicos,20 - 50 ha,Porto,1
Aração,5 - 10 ha,Colinas,1
Gradagem,5 - 10 ha,Colinas,1
Roça de toco,10 - 20 ha,Araguaina,1
Plantio convencional,10 - 20 ha,Araguaina,1
Aração,10 - 20 ha,Araguaina,1
Gradagem,10 - 20 ha,Araguaina,1
Queimadas,10 - 20 ha,Araguaina,1
Pastagem nativa,10 - 20 ha,Araguaina,1
Uso de agrotóxicos,10 - 20 ha,Araguaina,1
Plantio convencional,10 - 20 ha,Taguatinga,1
Aração,10 - 20 ha,Taguatinga,1
Gradagem,10 - 20 ha,Taguatinga,1
Pastagem nativa,10 - 20 ha,Taguatinga,1
Roça de toco,20 - 50 ha,Araguaina,1
Roça de toco,50 - 100 ha,Araguatins,1
Plantio convencional,50 - 100 ha,Araguatins,1
Aração,50 - 100 ha,Araguatins,1
Gradagem,50 - 100 ha,Araguatins,1
Uso de agrotóxicos,50 - 100 ha,Araguatins,1
Plantio convencional,20 - 50 ha,Colinas,1
Aração,20 - 50 ha,Colinas,1
Gradagem,20 - 50 ha,Colinas,1
Queimadas,20 - 50 ha,Colinas,1
Uso de agrotóxicos,20 - 50 ha,Colinas,1
Não usa,5 - 10 ha,Miracema,1
Não usa,10 - 20 ha,Porto,1
Roça de toco,20 - 50 ha,Porto,1
Plantio convencional,20 - 50 ha,Porto,1
Aração,20 - 50 ha,Porto,1
Gradagem,20 - 50 ha,Porto,1
Pastagem nativa,20 - 50 ha,Porto,1
Não usa,5 - 10 ha,Colinas,1
Roça de toco,5 - 10 ha,Araguatins,1
Plantio convencional,5 - 10 ha,Araguatins,1
Aração,5 - 10 ha,Araguatins,1
Gradagem,5 - 10 ha,Araguatins,1
Queimadas,5 - 10 ha,Araguatins,1
Pastagem nativa,5 - 10 ha,Araguatins,1
Monocultura,5 - 10 ha,Araguatins,1
Uso de agrotóxicos,5 - 10 ha,Araguatins,1
Plantio convencional,20 - 50 ha,Araguaina,1
Pastagem nativa,20 - 50 ha,Araguaina,1
Aração,20 - 50 ha,Paraiso,1
Gradagem,20 - 50 ha,Paraiso,1
Não usa,20 - 50 ha,Paraiso,1
Aração,10 - 20 ha,Paraiso,1
Gradagem,10 - 20 ha,Paraiso,1
Queimadas,10 - 20 ha,Paraiso,1
Uso de agrotóxicos,10 - 20 ha,Paraiso,1
Queimadas,20 - 50 ha,Araguatins,1
Pastagem nativa,20 - 50 ha,Araguatins,1
Uso de agrotóxicos,20 - 50 ha,Araguatins,1
Plantio convencional,50 - 100 ha,Taguatinga,1
Aração,50 - 100 ha,Taguatinga,1
Gradagem,50 - 100 ha,Taguatinga,1
