uso_de_praticas_sustentaveis_,area_da_propriedade__hectares__,regional_,count
Adubação,50 - 100 ha,Araguatins,1
Rotação de cultura,20 - 50 ha,Miracema,1
Aceiros,20 - 50 ha,Miracema,1
Aceiros,20 - 50 ha,Araguatins,1
Recuperação de pastagens,20 - 50 ha,Araguatins,1
Adubação,20 - 50 ha,Araguatins,1
Adubação verde,Até 1 ha,Araguatins,1
Calagem,Até 1 ha,Araguatins,1
Adubação,Até 1 ha,Araguatins,1
Adubação verde,10 - 20 ha,Porto,1
Rotação de cultura,10 - 20 ha,Porto,1
Aceiros,10 - 20 ha,Porto,1
Recuperação de pastagens,10 - 20 ha,Porto,1
Plantio direto,10 - 20 ha,Porto,1
Reaproveitamento de residuos,50 - 100 ha,Araguaina,1
Rotação de cultura,50 - 100 ha,Araguaina,1
Aceiros,50 - 100 ha,Araguaina,1
Consórcio,50 - 100 ha,Araguaina,1
Recuperação de pastagens,50 - 100 ha,Araguaina,1
Plantio direto,50 - 100 ha,Araguaina,1
Reaproveitamento de residuos,20 - 50 ha,Paraiso,1
Rotação de cultura,20 - 50 ha,Paraiso,1
Calagem,20 - 50 ha,Paraiso,1
Adubação,20 - 50 ha,Paraiso,1
Aceiros,100 - 200 ha,Paraiso,1
Recuperação de pastagens,100 - 200 ha,Paraiso,1
Adubação,100 - 200 ha,Paraiso,1
Curva de nível,50 - 100 ha,Araguaina,1
Adubação verde,50 - 100 ha,Araguaina,1
Aceiros,50 - 100 ha,Araguaina,1
Calagem,50 - 100 ha,Araguaina,1
Rotação de cultura,20 - 50 ha,Araguaina,1
Aceiros,20 - 50 ha,Araguaina,1
Calagem,20 - 50 ha,Araguaina,1
Adubação,20 - 50 ha,Araguaina,1
Aceiros,20 - 50 ha,Taguatinga,1
Recuperação de pastagens,20 - 50 ha,Taguatinga,1
Reaproveitamento de residuos,10 - 20 ha,Miracema,1
Rotação de cultura,10 - 20 ha,Miracema,1
Aceiros,10 - 20 ha,Miracema,1
Adubação,10 - 20 ha,Miracema,1
Rotação de cultura,200 - 320 ha,Araguaina,1
Aceiros,200 - 320 ha,Araguaina,1
Calagem,200 - 320 ha,Araguaina,1
Reaproveitamento de residuos,20 - 50 ha,Araguaina,1
Aceiros,20 - 50 ha,Araguaina,1
Rotação de cultura,5 - 10 ha,Araguatins,1
Aceiros,5 - 10 ha,Araguatins,1
Consórcio,5 - 10 ha,Araguatins,1
Plantio direto,5 - 10 ha,Araguatins,1
Adubação,5 - 10 ha,Araguatins,1
Rotação de cultura,10 - 20 ha,Araguatins,1
Aceiros,10 - 20 ha,Araguatins,1
Recuperação de pastagens,10 - 20 ha,Araguatins,1
Adubação,10 - 20 ha,Araguatins,1
Adubação,50 - 100 ha,Araguaina,1
Aceiros,5 - 10 ha,Araguaina,1
Adubação,5 - 10 ha,Araguaina,1
Aceiros,100 - 200 ha,Miracema,1
Plantio direto,100 - 200 ha,Miracema,1
Calagem,20 - 50 ha,Araguaina,1
Adubação,20 - 50 ha,Araguaina,1
Reaproveitamento de residuos,50 - 100 ha,Paraiso,1
Rotação de cultura,50 - 100 ha,Paraiso,1
Adubação,50 - 100 ha,Paraiso,1
Adubação verde,10 - 20 ha,Miracema,1
Rotação de cultura,10 - 20 ha,Miracema,1
Aceiros,10 - 20 ha,Miracema,1
Consórcio,10 - 20 ha,Miracema,1
Adubação verde,20 - 50 ha,Porto,1
Aceiros,20 - 50 ha,Porto,1
Recuperação de pastagens,20 - 50 ha,Porto,1
Adubação,20 - 50 ha,Porto,1
Calagem,200 - 320 ha,Gurupi,1
Consórcio,200 - 320 ha,Gurupi,1
Ilp - integração lavoura pecuária,200 - 320 ha,Gurupi,1
Recuperação de pastagens,200 - 320 ha,Gurupi,1
Aceiros,20 - 50 ha,Miracema,1
Recuperação de pastagens,20 - 50 ha,Miracema,1
Plantio direto,20 - 50 ha,Miracema,1
Calagem,20 - 50 ha,Taguatinga,1
Adubação,20 - 50 ha,Taguatinga,1
Reaproveitamento de residuos,5 - 10 ha,Araguatins,1
Rotação de cultura,5 - 10 ha,Araguatins,1
Aceiros,5 - 10 ha,Araguatins,1
Consórcio,5 - 10 ha,Araguatins,1
Descarte correto de embalagens,5 - 10 ha,Araguatins,1
Recuperação de pastagens,5 - 10 ha,Araguatins,1
Plantio direto,5 - 10 ha,Araguatins,1
Adubação,5 - 10 ha,Araguatins,1
Reaproveitamento de residuos,20 - 50 ha,Miracema,1
Calagem,20 - 50 ha,Miracema,1
Descarte correto de embalagens,20 - 50 ha,Miracema,1
Adubação,20 - 50 ha,Miracema,1
Adubação verde,1 - 5 ha,Taguatinga,1
Rotação de cultura,1 - 5 ha,Taguatinga,1
Aceiros,1 - 5 ha,Taguatinga,1
Recuperação de pastagens,1 - 5 ha,Taguatinga,1
Aceiros,10 - 20 ha,Araguaina,1
Recuperação de pastagens,10 - 20 ha,Araguaina,1
Aceiros,50 - 100 ha,Porto,1
Calagem,50 - 100 ha,Porto,1
Plantio direto,50 - 100 ha,Porto,1
Rotação de cultura,50 - 100 ha,Taguatinga,1
Calagem,50 - 100 ha,Taguatinga,1
Ilpf - integração lavoura pecuária,50 - 100 ha,Taguatinga,1
Floresta,50 - 100 ha,Taguatinga,1
Consórcio,10 - 20 ha,Araguaina,1
Adubação verde,1 - 5 ha,Paraiso,1
Plantio direto,1 - 5 ha,Paraiso,1
Adubação verde,1 - 5 ha,Paraiso,1
Plantio direto,1 - 5 ha,Paraiso,1
Adubação,1 - 5 ha,Paraiso,1
Aceiros,10 - 20 ha,Paraiso,1
Recuperação de pastagens,10 - 20 ha,Paraiso,1
Adubação,10 - 20 ha,Paraiso,1
Consórcio,10 - 20 ha,Miracema,1
Adubação,10 - 20 ha,Miracema,1
Reaproveitamento de residuos,20 - 50 ha,Araguatins,1
Rotação de cultura,20 - 50 ha,Araguatins,1
Aceiros,20 - 50 ha,Araguatins,1
Consórcio,20 - 50 ha,Araguatins,1
Adubação,20 - 50 ha,Araguatins,1
Aceiros,1 - 5 ha,Araguaina,1
Calagem,1 - 5 ha,Araguaina,1
Rotação de cultura,Até 1 ha,Araguatins,1
Aceiros,Até 1 ha,Araguatins,1
Adubação,Até 1 ha,Araguatins,1
Calagem,20 - 50 ha,Gurupi,1
Recuperação de pastagens,20 - 50 ha,Gurupi,1
Adubação,20 - 50 ha,Gurupi,1
Adubação verde,10 - 20 ha,Miracema,1
Aceiros,10 - 20 ha,Miracema,1
Rotação de cultura,20 - 50 ha,Araguatins,1
Aceiros,20 - 50 ha,Araguatins,1
Calagem,20 - 50 ha,Araguatins,1
Descarte correto de embalagens,20 - 50 ha,Araguatins,1
Adubação,20 - 50 ha,Araguatins,1
Rotação de cultura,Até 1 ha,Araguatins,1
Consórcio,Até 1 ha,Araguatins,1
Adubação,Até 1 ha,Araguatins,1
Adubação,50 - 100 ha,Miracema,1
Aceiros,50 - 100 ha,Araguatins,1
Calagem,50 - 100 ha,Araguatins,1
Adubação,50 - 100 ha,Araguatins,1
Rotação de cultura,10 - 20 ha,Taguatinga,1
Aceiros,10 - 20 ha,Taguatinga,1
Rotação de cultura,1 - 5 ha,Taguatinga,1
Aceiros,1 - 5 ha,Taguatinga,1
Consórcio,1 - 5 ha,Taguatinga,1
Descarte correto de embalagens,1 - 5 ha,Taguatinga,1
Adubação,1 - 5 ha,Taguatinga,1
Aceiros,1 - 5 ha,Taguatinga,1
Adubação,1 - 5 ha,Taguatinga,1
Curva de nível,50 - 100 ha,Porto,1
Rotação de cultura,50 - 100 ha,Porto,1
Aceiros,50 - 100 ha,Porto,1
Calagem,50 - 100 ha,Porto,1
Consórcio,50 - 100 ha,Porto,1
Descarte correto de embalagens,50 - 100 ha,Porto,1
Adubação,50 - 100 ha,Porto,1
Rotação de cultura,20 - 50 ha,Araguatins,1
Consórcio,20 - 50 ha,Araguatins,1
Descarte correto de embalagens,20 - 50 ha,Araguatins,1
Adubação,20 - 50 ha,Araguatins,1
Adubação verde,50 - 100 ha,Paraiso,1
Reaproveitamento de residuos,50 - 100 ha,Paraiso,1
Rotação de cultura,50 - 100 ha,Paraiso,1
Aceiros,50 - 100 ha,Paraiso,1
Calagem,50 - 100 ha,Paraiso,1
Plantio direto,50 - 100 ha,Paraiso,1
Adubação,50 - 100 ha,Paraiso,1
Adubação verde,10 - 20 ha,Taguatinga,1
Plantio direto,10 - 20 ha,Taguatinga,1
Adubação,10 - 20 ha,Taguatinga,1
Rotação de cultura,1 - 5 ha,Araguatins,1
Aceiros,1 - 5 ha,Araguatins,1
Calagem,1 - 5 ha,Araguatins,1
Consórcio,1 - 5 ha,Araguatins,1
Descarte correto de embalagens,1 - 5 ha,Araguatins,1
Adubação,1 - 5 ha,Araguatins,1
Adubação verde,1 - 5 ha,Porto,1
Adubação,1 - 5 ha,Porto,1
Adubação verde,10 - 20 ha,Taguatinga,1
Calagem,10 - 20 ha,Taguatinga,1
Plantio direto,10 - 20 ha,Taguatinga,1
Adubação,10 - 20 ha,Taguatinga,1
Aceiros,5 - 10 ha,Araguaina,1
Consórcio,5 - 10 ha,Araguaina,1
Adubação,5 - 10 ha,Araguaina,1
Rotação de cultura,1 - 5 ha,Araguatins,1
Ilpf - integração lavoura pecuária,1 - 5 ha,Araguatins,1
Floresta,1 - 5 ha,Araguatins,1
Descarte correto de embalagens,1 - 5 ha,Araguatins,1
Reaproveitamento de residuos,20 - 50 ha,Araguatins,1
Aceiros,1 - 5 ha,Araguaina,1
Não usa,1 - 5 ha,Araguaina,1
Aceiros,50 - 100 ha,Araguatins,1
Descarte correto de embalagens,50 - 100 ha,Araguatins,1
Adubação,50 - 100 ha,Araguatins,1
Aceiros,10 - 20 ha,Miracema,1
Calagem,10 - 20 ha,Miracema,1
Recuperação de pastagens,20 - 50 ha,Araguatins,1
Adubação,20 - 50 ha,Araguatins,1
Reaproveitamento de residuos,20 - 50 ha,Taguatinga,1
Aceiros,20 - 50 ha,Taguatinga,1
Adubação,20 - 50 ha,Taguatinga,1
Aceiros,10 - 20 ha,Paraiso,1
Calagem,10 - 20 ha,Paraiso,1
Recuperação de pastagens,10 - 20 ha,Paraiso,1
Adubação,10 - 20 ha,Paraiso,1
Aceiros,5 - 10 ha,Colinas,1
Calagem,5 - 10 ha,Colinas,1
Adubação,5 - 10 ha,Colinas,1
Aceiros,1 - 5 ha,Araguaina,1
Descarte correto de embalagens,1 - 5 ha,Araguaina,1
Rotação de cultura,20 - 50 ha,Gurupi,1
Aceiros,20 - 50 ha,Gurupi,1
Calagem,20 - 50 ha,Gurupi,1
Aceiros,100 - 200 ha,Miracema,1
Adubação,100 - 200 ha,Miracema,1
Rotação de cultura,1 - 5 ha,Taguatinga,1
Plantio direto,1 - 5 ha,Taguatinga,1
Adubação,1 - 5 ha,Taguatinga,1
Adubação verde,5 - 10 ha,Porto,1
Reaproveitamento de residuos,5 - 10 ha,Porto,1
Calagem,5 - 10 ha,Porto,1
Adubação,5 - 10 ha,Porto,1
Adubação verde,10 - 20 ha,Paraiso,1
Reaproveitamento de residuos,10 - 20 ha,Paraiso,1
Rotação de cultura,10 - 20 ha,Paraiso,1
Adubação verde,Até 1 ha,Araguatins,1
Rotação de cultura,Até 1 ha,Araguatins,1
Adubação,Até 1 ha,Araguatins,1
Aceiros,20 - 50 ha,Miracema,1
Descarte correto de embalagens,20 - 50 ha,Miracema,1
Recuperação de pastagens,20 - 50 ha,Miracema,1
Adubação,20 - 50 ha,Miracema,1
Curva de nível,5 - 10 ha,Taguatinga,1
Adubação verde,5 - 10 ha,Taguatinga,1
Aceiros,5 - 10 ha,Taguatinga,1
Calagem,5 - 10 ha,Taguatinga,1
Curva de nível,1 - 5 ha,Araguatins,1
Adubação verde,1 - 5 ha,Araguatins,1
Reaproveitamento de residuos,1 - 5 ha,Araguatins,1
Rotação de cultura,1 - 5 ha,Araguatins,1
Aceiros,1 - 5 ha,Araguatins,1
Descarte correto de embalagens,1 - 5 ha,Araguatins,1
Plantio direto,1 - 5 ha,Araguatins,1
Adubação,1 - 5 ha,Araguatins,1
Reaproveitamento de residuos,10 - 20 ha,Araguaina,1
Aceiros,10 - 20 ha,Araguaina,1
Adubação,10 - 20 ha,Araguaina,1
Rotação de cultura,10 - 20 ha,Araguaina,1
Adubação,10 - 20 ha,Araguaina,1
Aceiros,1 - 5 ha,Porto,1
Adubação,1 - 5 ha,Porto,1
Rotação de cultura,20 - 50 ha,Araguatins,1
Aceiros,20 - 50 ha,Araguatins,1
Descarte correto de embalagens,20 - 50 ha,Araguatins,1
Recuperação de pastagens,20 - 50 ha,Araguatins,1
Adubação verde,20 - 50 ha,Araguatins,1
Calagem,20 - 50 ha,Araguatins,1
Adubação,20 - 50 ha,Araguatins,1
Recuperação de pastagens,1 - 5 ha,Araguatins,1
Calagem,Até 1 ha,Araguatins,1
Adubação,Até 1 ha,Araguatins,1
Aceiros,20 - 50 ha,Paraiso,1
Descarte correto de embalagens,20 - 50 ha,Paraiso,1
Recuperação de pastagens,20 - 50 ha,Paraiso,1
Adubação,20 - 50 ha,Paraiso,1
Plantio direto,20 - 50 ha,Araguatins,1
Adubação verde,20 - 50 ha,Porto,1
Plantio direto,20 - 50 ha,Porto,1
Rotação de cultura,1 - 5 ha,Araguaina,1
Aceiros,1 - 5 ha,Araguaina,1
Descarte correto de embalagens,1 - 5 ha,Araguaina,1
Adubação verde,1 - 5 ha,Taguatinga,1
Rotação de cultura,1 - 5 ha,Taguatinga,1
Calagem,1 - 5 ha,Taguatinga,1
Plantio direto,1 - 5 ha,Taguatinga,1
Adubação,1 - 5 ha,Taguatinga,1
Aceiros,10 - 20 ha,Taguatinga,1
Calagem,10 - 20 ha,Taguatinga,1
Adubação,10 - 20 ha,Taguatinga,1
Plantio direto,200 - 320 ha,Paraiso,1
Adubação verde,20 - 50 ha,Paraiso,1
Calagem,20 - 50 ha,Paraiso,1
Plantio direto,20 - 50 ha,Paraiso,1
Adubação,20 - 50 ha,Paraiso,1
Rotação de cultura,1 - 5 ha,Taguatinga,1
Calagem,1 - 5 ha,Taguatinga,1
Plantio direto,1 - 5 ha,Taguatinga,1
Adubação,1 - 5 ha,Taguatinga,1
Adubação verde,Até 1 ha,Paraiso,1
Não usa,Até 1 ha,Paraiso,1
Reaproveitamento de residuos,20 - 50 ha,Araguatins,1
Rotação de cultura,20 - 50 ha,Araguatins,1
Aceiros,20 - 50 ha,Araguatins,1
Consórcio,20 - 50 ha,Araguatins,1
Adubação verde,1 - 5 ha,Miracema,1
Aceiros,1 - 5 ha,Miracema,1
Plantio direto,1 - 5 ha,Miracema,1
Adubação,1 - 5 ha,Miracema,1
Calagem,50 - 100 ha,Miracema,1
Adubação,50 - 100 ha,Miracema,1
Adubação verde,10 - 20 ha,Paraiso,1
Calagem,10 - 20 ha,Paraiso,1
Plantio direto,10 - 20 ha,Paraiso,1
Adubação,10 - 20 ha,Paraiso,1
Reaproveitamento de residuos,1 - 5 ha,Araguatins,1
Rotação de cultura,1 - 5 ha,Araguatins,1
Aceiros,1 - 5 ha,Araguatins,1
Curva de nível,20 - 50 ha,Paraiso,1
Reaproveitamento de residuos,20 - 50 ha,Paraiso,1
Rotação de cultura,20 - 50 ha,Paraiso,1
Aceiros,20 - 50 ha,Paraiso,1
Calagem,20 - 50 ha,Paraiso,1
Descarte correto de embalagens,20 - 50 ha,Paraiso,1
Recuperação de pastagens,20 - 50 ha,Paraiso,1
Plantio direto,20 - 50 ha,Paraiso,1
Adubação,20 - 50 ha,Paraiso,1
Aceiros,1 - 5 ha,Taguatinga,1
Calagem,1 - 5 ha,Taguatinga,1
Adubação,1 - 5 ha,Taguatinga,1
Adubação verde,20 - 50 ha,Paraiso,1
Reaproveitamento de residuos,20 - 50 ha,Paraiso,1
Calagem,20 - 50 ha,Paraiso,1
Adubação,20 - 50 ha,Paraiso,1
Descarte correto de embalagens,1 - 5 ha,Colinas,1
Plantio direto,1 - 5 ha,Colinas,1
Adubação verde,20 - 50 ha,Gurupi,1
Aceiros,20 - 50 ha,Gurupi,1
Calagem,20 - 50 ha,Gurupi,1
Recuperação de pastagens,20 - 50 ha,Gurupi,1
Adubação,20 - 50 ha,Gurupi,1
Aceiros,20 - 50 ha,Araguaina,1
Calagem,20 - 50 ha,Araguaina,1
Descarte correto de embalagens,20 - 50 ha,Araguaina,1
Plantio direto,1 - 5 ha,Paraiso,1
Adubação,1 - 5 ha,Paraiso,1
Curva de nível,20 - 50 ha,Araguatins,1
Adubação verde,20 - 50 ha,Araguatins,1
Reaproveitamento de residuos,20 - 50 ha,Araguatins,1
Rotação de cultura,20 - 50 ha,Araguatins,1
Aceiros,20 - 50 ha,Araguatins,1
Calagem,20 - 50 ha,Araguatins,1
Consórcio,20 - 50 ha,Araguatins,1
Descarte correto de embalagens,20 - 50 ha,Araguatins,1
Recuperação de pastagens,20 - 50 ha,Araguatins,1
Plantio direto,20 - 50 ha,Araguatins,1
Adubação,20 - 50 ha,Araguatins,1
Calagem,1 - 5 ha,Miracema,1
Aceiros,100 - 200 ha,Gurupi,1
Não usa,100 - 200 ha,Gurupi,1
Rotação de cultura,5 - 10 ha,Taguatinga,1
Consórcio,5 - 10 ha,Paraiso,1
Adubação,5 - 10 ha,Paraiso,1
Reaproveitamento de residuos,10 - 20 ha,Araguatins,1
Aceiros,10 - 20 ha,Araguatins,1
Calagem,10 - 20 ha,Araguatins,1
Adubação,10 - 20 ha,Araguatins,1
Curva de nível,5 - 10 ha,Taguatinga,1
Reaproveitamento de residuos,5 - 10 ha,Taguatinga,1
Calagem,5 - 10 ha,Taguatinga,1
Consórcio,5 - 10 ha,Taguatinga,1
Adubação,5 - 10 ha,Taguatinga,1
Rotação de cultura,20 - 50 ha,Taguatinga,1
Aceiros,20 - 50 ha,Taguatinga,1
Calagem,20 - 50 ha,Taguatinga,1
Descarte correto de embalagens,20 - 50 ha,Taguatinga,1
Rotação de cultura,5 - 10 ha,Taguatinga,1
Aceiros,5 - 10 ha,Taguatinga,1
Calagem,5 - 10 ha,Taguatinga,1
Adubação,5 - 10 ha,Taguatinga,1
Rotação de cultura,1 - 5 ha,Paraiso,1
Adubação,1 - 5 ha,Paraiso,1
Plantio direto,5 - 10 ha,Miracema,1
Reaproveitamento de residuos,20 - 50 ha,Miracema,1
Aceiros,20 - 50 ha,Miracema,1
Calagem,20 - 50 ha,Miracema,1
Recuperação de pastagens,20 - 50 ha,Miracema,1
Rotação de cultura,10 - 20 ha,Gurupi,1
Calagem,10 - 20 ha,Gurupi,1
Adubação,10 - 20 ha,Gurupi,1
Consórcio,5 - 10 ha,Miracema,1
Adubação verde,20 - 50 ha,Paraiso,1
Reaproveitamento de residuos,20 - 50 ha,Paraiso,1
Aceiros,20 - 50 ha,Paraiso,1
Consórcio,20 - 50 ha,Paraiso,1
Descarte correto de embalagens,20 - 50 ha,Colinas,1
Adubação verde,20 - 50 ha,Porto,1
Aceiros,20 - 50 ha,Porto,1
Plantio direto,20 - 50 ha,Porto,1
Calagem,5 - 10 ha,Miracema,1
Adubação,5 - 10 ha,Miracema,1
Aceiros,1 - 5 ha,Araguaina,1
Calagem,1 - 5 ha,Araguaina,1
Adubação,1 - 5 ha,Araguaina,1
Reaproveitamento de residuos,10 - 20 ha,Miracema,1
Rotação de cultura,10 - 20 ha,Miracema,1
Aceiros,10 - 20 ha,Miracema,1
Calagem,20 - 50 ha,Araguatins,1
Adubação,20 - 50 ha,Araguatins,1
Adubação verde,5 - 10 ha,Porto,1
Aceiros,5 - 10 ha,Porto,1
Calagem,5 - 10 ha,Porto,1
Adubação,5 - 10 ha,Porto,1
Curva de nível,20 - 50 ha,Gurupi,1
Aceiros,20 - 50 ha,Gurupi,1
Calagem,20 - 50 ha,Gurupi,1
Adubação,20 - 50 ha,Gurupi,1
Adubação verde,5 - 10 ha,Araguaina,1
Adubação,5 - 10 ha,Araguaina,1
Curva de nível,1 - 5 ha,Colinas,1
Reaproveitamento de residuos,1 - 5 ha,Colinas,1
Reaproveitamento de residuos,10 - 20 ha,Paraiso,1
Calagem,10 - 20 ha,Paraiso,1
Plantio direto,10 - 20 ha,Paraiso,1
Adubação,10 - 20 ha,Paraiso,1
Consórcio,1 - 5 ha,Porto,1
Rotação de cultura,20 - 50 ha,Araguatins,1
Aceiros,20 - 50 ha,Araguatins,1
Plantio direto,20 - 50 ha,Araguatins,1
Adubação,20 - 50 ha,Araguatins,1
Rotação de cultura,10 - 20 ha,Miracema,1
Plantio direto,10 - 20 ha,Miracema,1
Adubação,10 - 20 ha,Miracema,1
Rotação de cultura,5 - 10 ha,Araguatins,1
Calagem,5 - 10 ha,Araguatins,1
Recuperação de pastagens,5 - 10 ha,Araguatins,1
Não usa,5 - 10 ha,Araguatins,1
Reaproveitamento de residuos,1 - 5 ha,Paraiso,1
Calagem,1 - 5 ha,Paraiso,1
Plantio direto,1 - 5 ha,Paraiso,1
Adubação,1 - 5 ha,Paraiso,1
Rotação de cultura,100 - 200 ha,Taguatinga,1
Consórcio,100 - 200 ha,Taguatinga,1
Aceiros,10 - 20 ha,Paraiso,1
Descarte correto de embalagens,10 - 20 ha,Paraiso,1
Recuperação de pastagens,10 - 20 ha,Paraiso,1
Plantio direto,10 - 20 ha,Paraiso,1
Rotação de cultura,20 - 50 ha,Taguatinga,1
Aceiros,20 - 50 ha,Taguatinga,1
Rotação de cultura,1 - 5 ha,Araguatins,1
Calagem,1 - 5 ha,Araguatins,1
Adubação,1 - 5 ha,Araguatins,1
Adubação verde,50 - 100 ha,Araguaina,1
Reaproveitamento de residuos,50 - 100 ha,Araguaina,1
Rotação de cultura,50 - 100 ha,Araguaina,1
Aceiros,50 - 100 ha,Araguaina,1
Consórcio,50 - 100 ha,Araguaina,1
Recuperação de pastagens,50 - 100 ha,Araguaina,1
Plantio direto,50 - 100 ha,Araguaina,1
Reaproveitamento de residuos,5 - 10 ha,Araguaina,1
Rotação de cultura,5 - 10 ha,Araguaina,1
Aceiros,5 - 10 ha,Araguaina,1
Calagem,5 - 10 ha,Araguaina,1
Adubação,5 - 10 ha,Araguaina,1
Rotação de cultura,10 - 20 ha,Miracema,1
Aceiros,10 - 20 ha,Miracema,1
Adubação,10 - 20 ha,Miracema,1
Rotação de cultura,20 - 50 ha,Porto,1
Aceiros,20 - 50 ha,Gurupi,1
Recuperação de pastagens,20 - 50 ha,Gurupi,1
Rotação de cultura,20 - 50 ha,Miracema,1
Consórcio,20 - 50 ha,Miracema,1
